epoch,train_loss,train_f1,val_loss,val_f1,accuracy,lr
1,1.060414735376835,0.608206190768225,0.7269165268603791,0.7088443188151188,0.717,2e-05
2,0.6860968445936839,0.7305600319774574,0.5940946139236714,0.7548235517607061,0.7593333333333333,2e-05
3,0.5959007859031359,0.75909567680743,0.5304140329678008,0.7764063941288724,0.7783333333333333,2e-05
4,0.5532608439127604,0.7734078605029588,0.5078023137881401,0.7838498479664949,0.7866666666666666,2e-05
5,0.5274116924703122,0.7834254172248734,0.49030013937265315,0.7893834466101503,0.7923333333333333,2e-05
